NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
KWA1000PB0          |CARCASA DE LLAV               |ACCESOR                       |VILLAHERM      |1|291.65|291.65|390.52|04/03/24|//|05/12/23|Lento     |
284195FA2B          |CAMARA VISTA LA               |REFACCI                       |VILLAHERM      |3|7412.91|22238.73|12306.03|28/10/24|22/10/24|06/06/23|Rapido    |
46060CB70B          |ETIQUETA                      |REFACCI                       |VILLAHERM      |1|6.02|6.02|11.38|18/11/21|16/11/21|03/04/19|Obsoleto  |
200743UB0A          |RESORTE ESFERIC               |REFACCI                       |VILLAHERM      |4|53.51|214.04|141.38|21/01/22|22/02/22|03/12/10|Obsoleto  |
KHE607991D          |KIT INFLADOR                  |REFACCI                       |VILLAHERM      |1|905.17|905.17|2025.86|11/12/20|//|03/04/20|Obsoleto  |
NIMEXU04N1          |PERCHERO CROMAD               |ACCESOR                       |VILLAHERM      |3|507.28|1521.84|1659.48|12/06/19|26/10/24|03/10/04|Medio     |
873115EE0A          |COJIN ASTO/DEL/               |REFACCI                       |VILLAHERM      |1|3645.97|3645.97|5974.14|18/02/23|04/05/23|03/06/19|Obsoleto  |
489354P00B          |TORN AISL TERM                |REFACCI                       |VILLAHERM      |6|9.27|55.62|15.78|31/10/24|29/10/24|03/07/19|Rapido    |
112984M417          |PERNO                         |REFACCI                       |VILLAHERM      |16|23.42|374.72|68.62|19/03/22|08/04/22|03/03/00|Obsoleto  |
285E36LA1A          |INTERRUPTOR LLA               |ACCESOR                       |VILLAHERM      |2|537.10|1074.20|862.07|06/09/24|31/08/24|03/09/19|Rapido    |
KWA1000PR0          |CARCASA DE LLAV               |ACCESOR                       |VILLAHERM      |1|291.65|291.65|390.52|04/03/24|//|05/12/23|Lento     |
3N3G86LY0B          |KIT ESTILO NEGR               |ACCESOR                       |VILLAHERM      |1|4199.43|4199.43|6159.48|02/04/24|11/10/24|04/10/23|Medio     |
622243BA0A          |SOPRT-DEF/DEL-L               |REFACCI                       |VILLAHERM      |1|38.33|38.33|71.98|06/09/24|27/08/24|03/01/11|Rapido    |
13500ET000          |CUBIERTA DELANT               |REFACCI                       |VILLAHERM      |1|2766.12|2766.12|4995.69|03/05/24|31/05/24|03/01/06|Obsoleto  |
289326CA1A          |BOQUILLA LIMPIA               |REFACCI                       |VILLAHERM      |1|89.94|89.94|143.97|18/04/24|//|03/05/20|Obsoleto  |
803879KA0A          |CORREDERA CRIST               |REFACCI                       |VILLAHERM      |1|100.83|100.83|187.07|11/02/23|//|03/01/13|Obsoleto  |
963024JS0A          |ESPEJO PUERTA I               |REFACCI                       |VILLAHERM      |2|1108.59|2217.18|1948.28|23/10/24|14/10/24|03/06/14|Rapido    |
1403653F01          |JUNTA MULTIPLE                |REFACCI                       |VILLAHERM      |4|179.28|717.12|456.90|28/05/22|29/04/22|03/11/92|Obsoleto  |
2069119B0A          |JUNTA ESCAPE TU               |REFACCI                       |VILLAHERM      |1|104.81|104.81|202.59|24/06/24|04/09/24|03/07/14|Rapido    |
403006KH0A          |RIN DE ACERO                  |REFACCI                       |VILLAHERM      |2|966.29|1932.58|1521.55|25/09/24|09/09/24|03/01/20|Rapido    |
0114100461          |TORNILLO                      |REFACCI                       |VILLAHERM      |1|33.34|33.34|101.72|04/02/20|//|03/02/01|Obsoleto  |
963665RE0A          |LUNA ESPEJO IZQ               |REFACCI                       |VILLAHERM      |2|156.25|312.50|287.93|26/08/24|13/08/24|03/04/16|Rapido    |
848903TA0A          |EMBLEMA TAP-CAJ               |REFACCI                       |VILLAHERM      |1|454.70|454.70|1017.24|07/01/22|16/06/22|03/01/12|Obsoleto  |
D85204KH0A          |TERMINAL RH                   |REFACCI                       |VILLAHERM      |1|414.02|414.02|689.66|23/10/24|17/08/24|03/04/15|Medio     |
92474N823A          |SELL O-RIN TUB                |REFACCI                       |VILLAHERM      |7|60.69|424.83|112.07|08/05/24|28/10/24|03/10/15|Rapido    |
40315ZN90A          |TAPACUBOS                     |ACCESOR                       |VILLAHERM      |4|214.48|857.92|287.93|06/06/24|31/05/24|03/01/11|Rapido    |
NIMEXSATNR4         |SERV ADD NR 4 A               |ACCESOR                       |VILLAHERM      |1|5237.00|5237.00|7215.52|09/07/20|//|03/12/19|Obsoleto  |
NIMEXU08E1          |ALARMA SENSORA                |ACCESOR                       |VILLAHERM      |1|760.08|760.08|1400.86|28/09/20|29/09/20|03/05/08|Obsoleto  |
13070ED81E          |TENSIONADOR CAD               |REFACCI                       |VILLAHERM      |1|596.82|596.82|1762.93|26/03/21|16/12/16|03/03/09|Obsoleto  |
995505RB0A          |GATO COMPLETO                 |REFACCI                       |VILLAHERM      |1|344.62|344.62|663.79|31/08/23|12/10/23|03/09/15|Obsoleto  |
545019AM1B          |ESLABON IZQ                   |REFACCI                       |VILLAHERM      |3|980.33|2940.99|1556.03|12/04/24|05/04/24|03/02/20|Rapido    |
999T7KN000          |BOLA DE REMOLQU               |ACCESOR                       |VILLAHERM      |2|1016.36|2032.72|1693.97|19/02/24|11/01/12|03/07/03|Obsoleto  |
788616RA0A          |FILO MOLDURA IZ               |REFACCI                       |VILLAHERM      |1|1114.38|1114.38|1982.76|10/05/24|30/05/24|31/01/23|Obsoleto  |
166185M100          |JUNTA TORICA/SE               |REFACCI                       |VILLAHERM      |8|71.82|574.56|141.38|12/01/24|12/01/24|03/03/00|Rapido    |
255705RA1A          |INTERR/CNTRL-ES               |REFACCI                       |VILLAHERM      |1|1258.51|1258.51|491.38|28/03/22|//|03/12/16|Obsoleto  |
NIMEXU08Q2DD        |SIST MULTIFUNC                |ACCESOR                       |VILLAHERM      |1|145.20|145.20|342.24|29/05/23|24/08/24|03/10/12|Medio     |
T99J29ES0A          |SALPICADERAS FR               |REFACCI                       |VILLAHERM      |3|1561.55|4684.65|2318.97|24/10/24|23/10/24|06/06/23|Rapido    |
T99J29ES0B          |SALPICADERAS RR               |REFACCI                       |VILLAHERM      |3|1397.27|4191.81|2633.63|24/10/24|23/10/24|12/07/23|Rapido    |
805019LF1F          |CTROL REMOTO DE               |REFACCI                       |VILLAHERM      |2|463.65|927.30|741.38|05/10/23|02/10/23|03/03/19|Obsoleto  |
54320JG02B          |AISLADOR MONTAJ               |REFACCI                       |VILLAHERM      |1|1031.30|1031.30|2133.62|28/04/23|24/01/19|03/03/10|Obsoleto  |
23731ED03A          |SENSOR POS CIGU               |REFACCI                       |VILLAHERM      |1|152.64|152.64|231.03|28/10/24|22/10/24|03/10/20|Rapido    |
130703HC0B          |TENSOR CADENA                 |REFACCI                       |VILLAHERM      |1|422.59|422.59|767.24|27/05/24|06/10/22|03/06/14|Obsoleto  |
271401HK0A          |CALEFACTOR                    |REFACCI                       |VILLAHERM      |1|520.91|520.91|1051.72|18/07/23|18/08/23|03/07/10|Obsoleto  |
440913HA0A          |RESORTE RETEN                 |REFACCI                       |VILLAHERM      |2|25.06|50.12|48.79|25/09/24|07/10/24|03/07/10|Rapido    |
DH2036LB0A          |JGO CUBREPLV VA               |REFACCI                       |VILLAHERM      |1|430.34|430.34|935.34|22/09/22|13/07/22|03/04/21|Obsoleto  |
289104KH0A          |TANQ/LIMP-PARAB               |REFACCI                       |VILLAHERM      |2|527.31|1054.62|1004.31|13/03/24|28/02/24|03/04/14|Lento     |
122934JM0A          |TORNILLO COMPEN               |REFACCI                       |VILLAHERM      |2|17.84|35.68|53.71|07/02/20|26/11/20|03/06/14|Obsoleto  |
NIMEXRTSEG3         |SATFINDER ASEGURADORA         |ACCESOR                       |VILLAHERM      |1|4268.00|4268.00|6365.31|04/06/18|15/07/22|28/03/17|Obsoleto  |
T99T14KH0A          |BEDLINER TERMOF               |ACCESOR                       |VILLAHERM      |1|3452.88|3452.88|5336.21|22/09/23|06/08/24|03/06/15|Medio     |
KWA1001P00          |LLAVERO 400Z                  |ACCESOR                       |VILLAHERM      |2|470.00|940.00|737.07|04/03/24|//|05/12/23|Lento     |
NIMEXSATRT2         |SERV ADD RT 2 A               |ACCESOR                       |VILLAHERM      |16|6660.98|106575.68|8879.31|31/10/24|31/10/24|03/12/19|Rapido    |
NIMEXSATRT3         |SERV ADD RT 3 A               |ACCESOR                       |VILLAHERM      |11|9754.72|107301.92|12836.21|31/10/24|31/10/24|03/12/19|Rapido    |
999MPMTP10P         |ACEITE T A MATI               |ACCESOR                       |VILLAHERM      |2|802.11|1604.22|1004.31|12/06/23|12/09/23|03/10/21|Obsoleto  |
INSUMOLKIT          |KIT MTTO PR01                 |OTRAS R                       |VILLAHERM      |7|97.31|681.17|132.42|//|03/09/24|12/03/22|Medio     |
93841VK200          |PROTECTOR ALETA               |REFACCI                       |VILLAHERM      |1|558.09|558.09|1047.41|24/05/24|18/08/22|03/08/08|Obsoleto  |
T99T14KH4A          |BEDLINER TERMOF               |ACCESOR                       |VILLAHERM      |3|3882.07|11646.21|5530.17|06/06/24|23/10/24|03/06/15|Rapido    |
543256LB0A          |RETEN AISLADOR                |REFACCI                       |VILLAHERM      |4|814.09|3256.36|1573.28|10/06/24|30/05/24|03/02/19|Rapido    |
98510ZT88D          |MODULO BOLSA AI               |REFACCI                       |VILLAHERM      |1|3432.15|3432.15|9073.28|13/10/21|08/09/21|03/04/09|Obsoleto  |
28215JG40B          |VARILLA ANTENA                |REFACCI                       |VILLAHERM      |2|684.96|1369.92|1237.07|11/10/24|09/09/24|03/03/10|Medio     |
EMT20W50SNDL        |ACEITETAM20W50L               |LUBRICA                       |VILLAHERM      |203|103.20|20949.60|158.62|14/08/24|29/10/24|03/08/17|Rapido    |
620224JA2J          |FACIA DELANTERA               |REFACCI                       |VILLAHERM      |1|2030.50|2030.50|3767.24|07/05/24|08/05/24|03/06/14|Lento     |
803314KH0A          |GOMA CRIST/PTA/               |REFACCI                       |VILLAHERM      |1|281.00|281.00|637.93|23/02/21|//|03/05/14|Obsoleto  |
40178AX06D          |TORNILLO                      |REFACCI                       |VILLAHERM      |3|27.72|83.16|53.71|24/10/24|07/09/24|03/10/10|Rapido    |
165467S00J          |ELEMENTO                      |REFACCI                       |VILLAHERM      |4|243.61|974.44|404.58|14/06/24|28/10/24|03/10/12|Rapido    |
180029KS0A          |PALANCA ACEL-C/               |REFACCI                       |VILLAHERM      |1|1170.38|1170.38|2176.72|25/09/24|10/06/20|01/07/15|Obsoleto  |
D8G500M010          |INTERRUPTOR DE                |REFACCI                       |VILLAHERM      |4|133.36|533.44|314.66|01/08/20|27/06/23|03/07/18|Obsoleto  |
D40603VA0B          |JGO-BALATAS FRE               |REFACCI                       |VILLAHERM      |2|1095.66|2191.32|1711.21|03/10/24|08/10/24|03/11/12|Rapido    |
E61104KH8A          |AMORTIGUADOR DE               |REFACCI                       |VILLAHERM      |2|1264.79|2529.58|1857.76|30/09/24|10/09/24|03/06/16|Rapido    |
871554JG0A          |ESTRUCT/AJUST/A               |REFACCI                       |VILLAHERM      |1|4121.34|4121.34|9797.41|26/02/21|26/08/21|03/10/14|Obsoleto  |
INSUMOLMOT          |INSUMO LAVADO #2              |OTRAS R                       |VILLAHERM      |267|26.07|6960.69|28.90|17/10/24|31/10/24|15/06/16|Rapido    |
132705RB0A          |EMPAQ/TAPA DE M               |REFACCI                       |VILLAHERM      |1|92.43|92.43|162.07|30/08/24|22/08/24|03/10/15|Rapido    |
132705RB0B          |EMPAQ/TAPA DE M               |REFACCI                       |VILLAHERM      |2|64.53|129.06|97.41|28/08/24|22/08/24|03/10/15|Rapido    |
132705RB0C          |EMPAQ/TAPA DE M               |REFACCI                       |VILLAHERM      |1|46.58|46.58|65.09|23/10/24|23/08/24|03/10/15|Rapido    |
365304KH0A          |CABL/DER/FRENO                |REFACCI                       |VILLAHERM      |2|311.48|622.96|564.66|06/06/24|21/05/24|03/08/14|Lento     |
NISSANPLLQ2         |CODIGO PROMO PLU              |REFACCI                       |VILLAHERM      |5|0.01|0.05|1.00|//|//|11/07/24|Nuevo     |
410602S790          |KIT PAST FRENO                |REFACCI                       |VILLAHERM      |1|1405.50|1405.50|3189.66|22/12/21|29/12/21|03/09/05|Obsoleto  |
904511HL0A          |SOPORT/PRTA-TRA               |REFACCI                       |VILLAHERM      |2|148.50|297.00|268.97|22/08/24|09/08/24|03/07/10|Rapido    |
083636202H          |TORNILLO MAQUIN               |REFACCI                       |VILLAHERM      |750|17.76|13320.00|29.74|29/07/24|24/07/24|03/10/87|Rapido    |
802923BA2A          |CUBIERTA INT/PT               |REFACCI                       |VILLAHERM      |1|126.87|126.87|278.45|30/06/23|07/07/23|03/01/11|Obsoleto  |
40262JA000          |TUERCA                        |REFACCI                       |VILLAHERM      |12|97.60|1171.20|331.90|09/08/21|22/07/22|03/08/06|Obsoleto  |
T99C35EE0A          |Tapete de cajue               |ACCESOR                       |VILLAHERM      |2|1276.53|2553.06|1978.45|31/10/24|28/10/24|03/04/19|Rapido    |
828314AF2A          |SELLO HULE PTA                |REFACCI                       |VILLAHERM      |1|809.01|809.01|1469.83|19/10/24|24/07/24|03/07/17|Medio     |
3N3E19LT0A          |TAPT HULE LOGO                |ACCESOR                       |VILLAHERM      |2|683.22|1366.44|909.48|22/08/24|19/10/24|03/08/20|Rapido    |
546686LB1A          |VARILLA ESTABLZ               |REFACCI                       |VILLAHERM      |2|155.68|311.36|231.03|25/10/24|29/10/24|03/02/19|Rapido    |
13270JG30A          |JUNTA TAPA BALA               |REFACCI                       |VILLAHERM      |2|293.54|587.08|530.17|15/03/24|29/02/24|03/07/07|Lento     |
170403XA2A          |BOMB COMBUST EN               |REFACCI                       |VILLAHERM      |1|7514.91|7514.91|12836.21|17/06/24|24/06/24|03/05/22|Lento     |
112201KG0A          |AISL/MONT/MOT/I               |REFACCI                       |VILLAHERM      |3|967.52|2902.56|1806.03|03/10/24|26/09/24|03/05/11|Rapido    |
PROMGENEMKT         |CODIGO PROMOCIONAL            |REFACCI                       |VILLAHERM      |24|0.01|0.24|1.00|//|31/10/24|01/04/24|Rapido    |
999C1C3000          |CARGO NET                     |REFACCI                       |VILLAHERM      |2|331.70|663.40|711.20|02/06/18|25/06/20|03/08/16|Obsoleto  |
805009BU0D          |CTROL REMOTO DE               |REFACCI                       |VILLAHERM      |1|644.59|644.59|1262.93|22/09/23|28/09/23|03/04/22|Obsoleto  |
545016KG0A          |HORQ DE SUSP IN               |REFACCI                       |VILLAHERM      |1|4105.97|4105.97|7021.55|17/06/24|14/06/24|03/01/20|Lento     |
317261XF00          |FILTRO ACEITE                 |REFACCI                       |VILLAHERM      |2|179.96|359.92|324.14|23/10/24|25/05/24|03/04/08|Medio     |
3121429X7A          |KIT B&P AFR CVT               |REFACCI                       |VILLAHERM      |1|16988.45|16988.45|28534.48|28/12/22|06/03/23|03/02/18|Obsoleto  |
43069R9000          |ROLDANA                       |REFACCI                       |VILLAHERM      |8|48.00|384.00|129.31|19/01/22|16/01/24|03/02/92|Medio     |
113605US0A          |VARILLA TORQUE                |REFACCI                       |VILLAHERM      |2|951.01|1902.02|1603.44|19/10/24|14/10/24|05/12/23|Rapido    |
118234JM1A          |MANGUERA DE VEN               |REFACCI                       |VILLAHERM      |1|97.04|97.04|187.93|12/07/22|31/12/22|03/06/17|Obsoleto  |
1351010Y12          |JUNTA ACEITE CI               |REFACCI                       |VILLAHERM      |1|170.43|170.43|356.89|22/07/22|09/04/22|03/06/02|Obsoleto  |
56113EB70A          |ARANDELA ESPECI               |REFACCI                       |VILLAHERM      |2|15.56|31.12|28.10|23/10/24|10/09/24|03/10/08|Rapido    |
769113BA0A          |VISTA PILAR DEL               |REFACCI                       |VILLAHERM      |1|211.98|211.98|383.62|17/06/24|15/06/24|03/12/10|Medio     |
551209HS0A          |HORQ/SUP-SUSP/T               |REFACCI                       |VILLAHERM      |2|739.86|1479.72|1396.55|24/02/24|11/04/24|03/06/17|Obsoleto  |
CAMPNMEX24          |CODIGO PROMOCIONAL V P        |REFACCI                       |VILLAHERM      |5|0.01|0.05|1.00|//|//|02/04/24|Lento     |
321104JM2A          |CUBIERTA FRONTA               |REFACCI                       |VILLAHERM      |1|1152.18|1152.18|2250.00|15/03/24|14/02/22|03/04/14|Obsoleto  |
26240EW00A          |PORTAFOCO LAMP/               |REFACCI                       |VILLAHERM      |1|78.76|78.76|163.79|14/04/23|//|03/05/13|Obsoleto  |
T99L25RL0C          |Cubierta de esp               |ACCESOR                       |VILLAHERM      |1|2155.17|2155.17|5978.45|08/11/19|//|03/07/18|Obsoleto  |
