NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
546134KH1A          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |2|62.17|124.34|115.51|17/04/24|26/09/24|03/04/14|Rapido    |
430824JA0A          |JAULA COJINETE                |REFACCI                       |VILLAHERM      |1|791.92|791.92|1314.66|07/02/23|//|03/06/14|Obsoleto  |
546134KH2A          |BUJE BARRA ESTA               |REFACCI                       |VILLAHERM      |2|84.98|169.96|157.76|30/10/24|10/09/21|03/07/15|Obsoleto  |
KWA3050P00          |Pluma Nismo Neg               |REFACCI                       |VILLAHERM      |1|404.20|404.20|538.79|04/03/24|//|06/01/24|Lento     |
KWA3050P10          |Lapicero Nismo                |REFACCI                       |VILLAHERM      |1|404.20|404.20|538.79|04/03/24|//|06/01/24|Lento     |
54588JP00E          |TUERCA                        |REFACCI                       |VILLAHERM      |3|24.13|72.39|48.28|12/04/24|06/04/24|03/08/14|Rapido    |
089129421A          |TUERCA                        |REFACCI                       |VILLAHERM      |6|11.06|66.36|22.84|30/10/23|15/02/24|03/10/95|Rapido    |
221809NB0A          |SOPRT O-RING DI               |REFACCI                       |VILLAHERM      |3|97.69|293.07|195.69|25/01/24|25/06/24|03/08/15|Rapido    |
1640501T0A          |FILT SEDIMEN DI               |REFACCI                       |VILLAHERM      |14|449.62|6294.68|735.39|13/10/23|17/04/24|03/05/07|Lento     |
KWA1100N00WT        |LLAVERO NISSAN                |ACCESOR                       |VILLAHERM      |9|228.40|2055.60|343.10|04/03/24|29/05/24|06/12/22|Medio     |
H0564AU100          |LLAVE MAESTRA                 |REFACCI                       |VILLAHERM      |1|90.44|90.44|143.10|02/10/23|28/01/20|03/06/01|Obsoleto  |
288903SG0C          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |1|269.69|269.69|452.59|25/10/24|21/10/24|03/10/15|Rapido    |
EMT15W40VADL        |REPO LT 15W40 T               |LUBRICA                       |VILLAHERM      |1|61.95|61.95|82.41|24/10/23|31/05/24|07/10/23|Rapido    |
01223N2011          |TUERCA                        |REFACCI                       |VILLAHERM      |6|12.48|74.88|23.97|01/08/24|05/09/24|03/08/04|Rapido    |
288903SG1B          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |1|281.31|281.31|409.48|25/10/24|21/10/24|03/04/12|Rapido    |
D10604KH0C          |KIT BALAT FREN/               |REFACCI                       |VILLAHERM      |1|1634.01|1634.01|2288.79|28/10/24|25/10/24|03/06/14|Rapido    |
546133VA0B          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |10|69.11|691.10|118.10|27/09/24|31/10/24|02/09/23|Rapido    |
132709N02A          |EMPAQ/TAP BALAN               |REFACCI                       |VILLAHERM      |1|43.96|43.96|129.31|13/09/21|02/09/21|03/07/18|Obsoleto  |
2434610V00          |PINZA                         |REFACCI                       |VILLAHERM      |10|38.58|385.80|86.21|19/01/22|//|03/08/97|Obsoleto  |
3100141X9J          |ACEITE MATIC D                |LUBRICA                       |VILLAHERM      |25|104.18|2604.50|139.30|24/10/24|21/10/24|03/11/06|Rapido    |
331407S110          |SELLO DE ACEITE               |REFACCI                       |VILLAHERM      |1|651.99|651.99|1599.14|10/08/22|05/08/22|03/06/03|Obsoleto  |
16576EA200          |DUCTO AIRE                    |REFACCI                       |VILLAHERM      |1|2237.37|2237.37|4172.41|02/09/24|//|03/11/04|Obsoleto  |
1351001M00          |SELLO ACEITE DE               |REFACCI                       |VILLAHERM      |4|179.48|717.92|487.07|21/12/20|04/01/21|03/02/84|Obsoleto  |
963656LB0A          |LUNA ESPEJO DER               |REFACCI                       |VILLAHERM      |2|373.75|747.50|625.00|13/09/24|10/09/24|03/03/19|Rapido    |
552405RF0A          |PARACHOQUES SUS               |REFACCI                       |VILLAHERM      |1|60.72|60.72|106.03|25/03/24|//|23/01/24|Lento     |
365314KH0A          |CABL/IZQ/FRENO                |REFACCI                       |VILLAHERM      |2|294.65|589.30|543.10|07/05/24|29/04/24|03/08/14|Medio     |
215187990B          |ABRAZADERA                    |REFACCI                       |VILLAHERM      |2|45.19|90.38|85.78|20/06/24|24/06/24|03/01/19|Rapido    |
13070AN201          |TENSOR CADENA                 |REFACCI                       |VILLAHERM      |1|768.88|768.88|1594.83|18/07/23|17/04/12|03/09/01|Obsoleto  |
MA1756015RDD        |LLANMAMARCH 175               |REFACCI                       |VILLAHERM      |10|1558.09|15580.90|1831.90|16/08/24|23/08/24|03/09/18|Rapido    |
NIMEXG05X1          |COLILLA DE ESCA               |ACCESOR                       |VILLAHERM      |2|339.16|678.32|977.93|15/05/17|02/12/20|01/06/05|Obsoleto  |
165466RA0A          |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |3|307.82|923.46|578.01|25/10/24|17/10/24|03/05/22|Rapido    |
3N3E16LE0A          |TAPETES DE HULE               |ACCESOR                       |VILLAHERM      |2|741.12|1482.24|1060.34|31/10/24|30/10/24|03/11/19|Rapido    |
089186401A          |TAP+N LARGUERO                |REFACCI                       |VILLAHERM      |17|12.27|208.59|25.09|12/01/24|28/10/24|03/03/00|Rapido    |
22365EB30C          |SENSOR PROPULSO               |REFACCI                       |VILLAHERM      |1|649.68|649.68|1077.59|23/10/24|03/07/24|31/01/24|Lento     |
B8893CT21JNW        |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |2|69.90|139.80|143.32|15/08/17|28/02/23|01/01/16|Obsoleto  |
769131HL0A          |VSTA/SUP-PILAR-               |REFACCI                       |VILLAHERM      |1|72.62|72.62|192.24|22/10/19|17/11/20|03/06/10|Obsoleto  |
150665E510          |JUNTA TORICA                  |REFACCI                       |VILLAHERM      |3|155.35|466.05|368.10|03/12/22|06/12/22|03/06/00|Obsoleto  |
3N3G86EM00          |VISTAS FRONTALE               |ACCESOR                       |VILLAHERM      |2|1018.49|2036.98|1452.59|26/04/24|11/10/24|06/01/23|Medio     |
081B88501A          |TONILLO                       |REFACCI                       |VILLAHERM      |3|9.44|28.32|28.02|15/10/19|16/10/19|03/04/14|Obsoleto  |
3200500QAEKT        |INTERRUPTOR DE                |REFACCI                       |VILLAHERM      |1|873.19|873.19|1129.31|03/10/24|31/10/24|03/07/06|Rapido    |
284B7CW29E          |RELEVADOR IPDM                |REFACCI                       |VILLAHERM      |1|17.27|17.27|39.30|23/01/23|23/12/14|03/10/10|Obsoleto  |
123153Z010          |TORNILLO VOLANT               |REFACCI                       |VILLAHERM      |5|23.54|117.70|57.50|29/03/23|01/04/23|03/12/01|Obsoleto  |
262820V200          |BOMBILLA                      |REFACCI                       |VILLAHERM      |9|44.90|404.10|92.24|15/07/23|09/08/23|03/07/02|Obsoleto  |
2060241G0A          |TUERCA ESCAPE                 |REFACCI                       |VILLAHERM      |8|101.50|812.00|262.93|27/03/23|13/12/23|03/01/07|Medio     |
288906LB0A          |HOJA LIMP PARAB               |REFACCI                       |VILLAHERM      |3|381.91|1145.73|599.14|25/10/24|09/10/24|03/02/19|Rapido    |
288906LB1A          |HOJA LIMP PARAB               |REFACCI                       |VILLAHERM      |3|259.23|777.69|413.79|25/10/24|09/10/24|03/02/19|Rapido    |
3051414600          |SEGURO SUJETADO               |REFACCI                       |VILLAHERM      |1|58.79|58.79|162.93|26/11/21|27/03/24|03/03/84|Medio     |
622255EE0A          |SOP PARACHOQ LA               |REFACCI                       |VILLAHERM      |1|67.63|67.63|110.34|09/10/24|08/11/23|03/10/18|Medio     |
KWA8000PB0          |Nissan llavero                |REFACCI                       |VILLAHERM      |2|209.65|419.30|299.14|04/03/24|18/10/24|06/01/24|Medio     |
089186441A          |TUERCA                        |REFACCI                       |VILLAHERM      |3|28.72|86.16|57.50|06/07/24|08/07/24|03/02/04|Rapido    |
NISSANQ1FY24        |CODIGO PROMO TALL             |REFACCI                       |VILLAHERM      |4|0.01|0.04|1.00|//|25/09/24|01/04/24|Rapido    |
280384KH5A          |SOPORTE RADIO D               |REFACCI                       |VILLAHERM      |6|48.98|293.88|115.51|13/08/20|29/12/20|03/04/14|Obsoleto  |
12279AD205          |SELLO ACEITE TR               |REFACCI                       |VILLAHERM      |2|555.79|1111.58|892.24|06/06/24|31/05/24|03/03/03|Rapido    |
KWA5000P00          |Estuche de veri               |REFACCI                       |VILLAHERM      |3|280.00|840.00|380.17|04/03/24|//|06/01/24|Lento     |
132015JJ0A          |VALVULA ENTRADA               |REFACCI                       |VILLAHERM      |14|115.57|1617.98|302.59|10/08/22|29/02/24|03/04/18|Obsoleto  |
118263RC1A          |MANG/VENTILACIO               |REFACCI                       |VILLAHERM      |3|346.77|1040.31|646.55|13/09/24|30/08/24|03/04/12|Rapido    |
CT1955516PDD        |LLACONT 195/55R               |REFACCI                       |VILLAHERM      |3|2397.22|7191.66|2487.07|07/12/23|25/10/24|03/05/17|Rapido    |
KWA8000PK0          |Nissan llavero                |REFACCI                       |VILLAHERM      |1|209.65|209.65|299.14|04/03/24|19/10/24|06/01/24|Medio     |
166505X00A          |SOPORTE BOQUILL               |REFACCI                       |VILLAHERM      |4|254.09|1016.36|530.17|07/06/23|03/12/20|03/03/12|Obsoleto  |
LTMR15RB00          |BARRAS DE TECHO               |ACCESOR                       |VILLAHERM      |2|3047.66|6095.32|4000.00|03/10/24|18/10/24|03/01/17|Rapido    |
KWA5000P90          |NISSAN Estuche                |ACCESOR                       |VILLAHERM      |2|921.89|1843.78|1250.00|04/03/24|//|06/01/24|Lento     |
282151FC0B          |VARILLA ANTENA                |REFACCI                       |VILLAHERM      |2|500.40|1000.80|853.45|09/10/24|28/09/24|03/04/17|Rapido    |
485214KH0A          |BIELETA DIRECCI               |REFACCI                       |VILLAHERM      |2|281.71|563.42|495.69|01/03/24|17/08/24|03/07/16|Rapido    |
KWA8000PP0          |Nissan llavero                |REFACCI                       |VILLAHERM      |3|209.65|628.95|299.14|04/03/24|07/09/24|06/01/24|Medio     |
KWA8000PR0          |Nissan llavero                |REFACCI                       |VILLAHERM      |3|209.65|628.95|299.14|04/03/24|07/09/24|06/01/24|Medio     |
410011FE0A          |FRENO DELANTE L               |REFACCI                       |VILLAHERM      |1|4642.00|4642.00|8439.66|24/12/20|02/01/21|03/11/17|Obsoleto  |
KWA8000PW0          |Nissan llavero                |REFACCI                       |VILLAHERM      |3|209.65|628.95|299.14|04/03/24|07/09/24|06/01/24|Medio     |
803305EF0A          |GOMA CRISTAL CO               |REFACCI                       |VILLAHERM      |1|368.58|368.58|564.66|24/10/24|27/09/24|03/10/18|Medio     |
01225N0011          |TUERCA                        |REFACCI                       |VILLAHERM      |1|19.14|19.14|42.24|20/06/23|01/08/23|03/01/06|Obsoleto  |
NIMEXROB02AF        |BARRAS DE TOLDO               |ACCESOR                       |VILLAHERM      |2|2910.67|5821.34|5974.14|10/05/21|27/05/21|03/09/20|Obsoleto  |
400149LA0A          |MANGUETA DCH                  |REFACCI                       |VILLAHERM      |1|1128.75|1128.75|2038.79|27/05/24|08/01/24|03/12/12|Lento     |
546135WS0A          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |4|40.31|161.24|65.09|16/07/24|06/08/24|03/10/19|Rapido    |
479105FA0A          |SENSOR ABS DELA               |REFACCI                       |VILLAHERM      |3|616.24|1848.72|1004.31|09/02/24|03/01/24|03/08/18|Lento     |
769123BA0A          |VISTA PILAR DEL               |REFACCI                       |VILLAHERM      |1|211.92|211.92|383.62|17/06/24|15/06/24|03/12/10|Medio     |
38440AX000          |BALERO DIFERENC               |REFACCI                       |VILLAHERM      |2|297.48|594.96|978.45|13/01/20|17/01/20|03/08/04|Obsoleto  |
679005EE0A          |AISLADOR TAB IN               |REFACCI                       |VILLAHERM      |1|815.12|815.12|2771.55|29/10/21|28/12/21|03/10/18|Obsoleto  |
301005RB0A          |DISCO DE CLUTCH               |REFACCI                       |VILLAHERM      |1|1620.93|1620.93|2698.28|24/10/24|14/10/24|03/09/15|Medio     |
546139ES0A          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |18|52.58|946.44|85.78|09/10/24|28/10/24|31/03/23|Rapido    |
265554CA1B          |LAMP DIRECC TRA               |REFACCI                       |VILLAHERM      |1|966.18|966.18|1758.62|25/10/24|//|03/06/15|Obsoleto  |
265554CA1C          |CARKZA/LAMP/DIR               |REFACCI                       |VILLAHERM      |1|1407.00|1407.00|2887.93|27/06/22|07/07/22|03/02/17|Obsoleto  |
825009KZ0A          |CNTRL/REM-APER/               |REFACCI                       |VILLAHERM      |1|1473.23|1473.23|2676.72|23/10/24|29/07/24|03/04/18|Medio     |
542290201P          |SEGURO DE MANIJ               |REFACCI                       |VILLAHERM      |9|12.96|116.64|30.78|27/06/20|30/09/22|03/10/99|Obsoleto  |
B8599C2025          |BATERIA CONTROL               |REFACCI                       |VILLAHERM      |8|112.94|903.52|400.86|24/10/24|23/10/24|03/11/09|Rapido    |
54613ET00A          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |1|63.51|63.51|125.85|08/12/23|30/08/24|03/06/06|Rapido    |
B8599C2032          |BATERIA LLAVE I               |REFACCI                       |VILLAHERM      |6|112.64|675.84|173.28|25/10/24|28/10/24|03/01/10|Rapido    |
906064JG0A          |MANIJA COMPTA T               |REFACCI                       |VILLAHERM      |2|446.68|893.36|853.45|10/07/24|08/05/24|03/06/14|Rapido    |
826469LA0A          |CUBTA/EXT-MANIJ               |REFACCI                       |VILLAHERM      |1|80.65|80.65|211.21|20/11/19|23/07/20|03/03/13|Obsoleto  |
62224EM30A          |SOPORTE DEFENSA               |REFACCI                       |VILLAHERM      |1|97.81|97.81|172.41|11/07/24|25/06/24|03/01/06|Rapido    |
48827AM600          |ARANDELA COL DI               |REFACCI                       |VILLAHERM      |3|178.65|535.95|374.14|04/09/23|16/08/23|03/11/04|Obsoleto  |
240806LB0A          |CABLE TIERRA BA               |REFACCI                       |VILLAHERM      |1|301.72|301.72|728.45|04/08/21|//|03/02/19|Obsoleto  |
40315F422A          |TAPON RIN                     |ACCESOR                       |VILLAHERM      |1|202.24|202.24|387.07|27/10/23|29/12/23|03/11/08|Rapido    |
3N3C25RB0A          |ORGANIZADOR CAJ               |ACCESOR                       |VILLAHERM      |2|3355.69|6711.38|7370.69|04/01/18|17/09/24|03/05/16|Lento     |
272774BA0B          |KIT FILTRO AIRE               |REFACCI                       |VILLAHERM      |14|291.78|4084.92|418.10|26/09/24|26/10/24|19/07/23|Rapido    |
904513XE2A          |SOPORT PRTA TRA               |REFACCI                       |VILLAHERM      |1|1699.38|1699.38|3879.31|01/03/23|//|03/12/19|Obsoleto  |
806409AN0A          |MANIJA EXTER/PR               |REFACCI                       |VILLAHERM      |1|733.59|733.59|1336.21|19/10/24|31/10/24|03/08/15|Rapido    |
999J2C3003          |SPLASH GUARDS F               |REFACCI                       |VILLAHERM      |1|481.73|481.73|1215.52|02/06/18|25/06/20|03/08/16|Obsoleto  |
999J2C3004          |SPLASH GUARDS R               |REFACCI                       |VILLAHERM      |1|489.19|489.19|1025.86|02/06/18|25/06/20|03/08/16|Obsoleto  |
285E35MR1B          |SW ASSY SMART K               |ACCESOR                       |VILLAHERM      |1|546.20|546.20|909.48|25/10/24|07/02/24|30/01/23|Lento     |
938829BA0A          |DEFLECT LLANT-R               |REFACCI                       |VILLAHERM      |1|287.20|287.20|594.83|12/02/24|01/07/24|03/06/13|Lento     |
NIMEXKIT2PDD        |KIT PROTECCI N                |ACCESOR                       |VILLAHERM      |668|365.24|243980.32|413.79|29/10/24|31/10/24|02/09/23|Rapido    |
272775NA0A          |FILTRO AIRE ACO               |REFACCI                       |VILLAHERM      |15|285.71|4285.65|442.82|30/10/24|31/10/24|03/06/17|Rapido    |
272775NA1A          |FILTRO AIRE ACO               |REFACCI                       |VILLAHERM      |12|761.86|9142.32|1267.24|25/11/22|14/06/23|03/06/17|Obsoleto  |
01223A2011          |TUERCA                        |REFACCI                       |VILLAHERM      |5|19.19|95.95|31.47|07/06/24|08/10/24|03/02/19|Rapido    |
40224ZE73A          |TUERCA RUEDA                  |REFACCI                       |VILLAHERM      |11|14.63|160.93|28.10|09/09/24|23/10/24|03/03/07|Rapido    |
391016LB0A          |EJE IMPULSOR DE               |REFACCI                       |VILLAHERM      |2|3845.92|7691.84|6232.76|23/10/24|17/10/24|03/02/19|Rapido    |
117203SG0A          |BANDA VENT/ALTE               |REFACCI                       |VILLAHERM      |2|742.84|1485.68|1232.76|19/10/24|09/10/24|03/04/12|Rapido    |
117203SG0B          |BANDA VENT/ALTE               |REFACCI                       |VILLAHERM      |1|721.20|721.20|1198.28|21/10/24|//|21/10/24|Nuevo     |
KWA1050H30BK        |LLAVERO NISMO M               |ACCESOR                       |VILLAHERM      |8|233.97|1871.76|356.03|04/03/24|07/09/24|06/12/22|Medio     |
320018J29J          |ACEIT TM 75W85                |LUBRICA                       |VILLAHERM      |89|314.96|28031.44|420.97|31/10/24|31/10/24|03/11/06|Rapido    |
NIMEX239025A        |PORTABICICLETA                |ACCESOR                       |VILLAHERM      |2|5896.11|11792.22|14500.00|03/12/19|07/09/20|03/09/19|Obsoleto  |
432101HL0A          |BALERO INT/EJE                |REFACCI                       |VILLAHERM      |4|2343.75|9375.00|3685.34|03/10/24|07/10/24|03/09/10|Rapido    |
870005RB0A          |ASIENTO DELANT/               |REFACCI                       |VILLAHERM      |1|9725.60|9725.60|21422.41|08/07/20|17/11/20|03/09/15|Obsoleto  |
214964KH0A          |SELLO SUP-RADIA               |REFACCI                       |VILLAHERM      |1|959.25|959.25|1741.38|17/06/24|24/06/24|03/04/14|Lento     |
969203SG0A          |TAPA CONSOLA                  |REFACCI                       |VILLAHERM      |1|964.96|964.96|2405.17|26/02/21|//|03/01/13|Obsoleto  |
964005EF1A          |VISERA DERECHA                |REFACCI                       |VILLAHERM      |1|555.32|555.32|1008.62|19/10/24|//|03/02/19|Obsoleto  |
224013TA1B          |BUJIA                         |REFACCI                       |VILLAHERM      |4|439.51|1758.04|809.58|07/02/24|20/09/21|03/04/12|Obsoleto  |
540109ME0C          |RESORTE DELANTE               |REFACCI                       |VILLAHERM      |4|200.82|803.28|354.31|18/08/23|20/07/23|03/06/18|Obsoleto  |
46237A4600          |ARANDELA COBRE                |REFACCI                       |VILLAHERM      |12|9.52|114.24|28.10|23/10/19|20/12/23|03/01/85|Medio     |
NCIRLAVAD11         |LIMPIEZA DE INTERIORES        |OTRAS R                       |VILLAHERM      |7|97.08|679.56|107.87|10/08/24|06/09/24|12/05/20|Rapido    |
NCIRLAVAD15         |KIT MATERIALES LIM DE INTERIOR|OTRAS R                       |VILLAHERM      |8|147.86|1182.88|164.29|10/08/24|24/10/24|03/06/20|Rapido    |
NCIRLAVAD16         |LIMPIEZA DE INTERIORES        |OTRAS R                       |VILLAHERM      |6|726.74|4360.44|807.49|08/05/24|24/07/24|03/06/20|Rapido    |
T99B27LG0A          |PROTECTOR DE BU               |REFACCI                       |VILLAHERM      |1|1252.13|1252.13|3799.41|31/10/24|//|30/10/24|Nuevo     |
NCIRLAVAD17         |KIT MATERIALES DE SANITIZACIÓN|OTRAS R                       |VILLAHERM      |173|220.00|38060.00|244.44|24/10/24|31/10/24|03/06/20|Rapido    |
240949EK1A          |KIT ARNES                     |REFACCI                       |VILLAHERM      |9|250.93|2258.37|4500.00|29/08/19|19/08/20|03/10/18|Obsoleto  |
NCIRLAVAD19         |PREVIA NUEVO / PREVIA SEMINUEV|OTRAS R                       |VILLAHERM      |113|41.56|4696.28|46.18|17/10/24|31/10/24|03/06/20|Rapido    |
285E34CB1C          |INTERR LLAVE IN               |ACCESOR                       |VILLAHERM      |1|1622.89|1622.89|2250.00|19/10/24|21/10/24|03/11/15|Medio     |
NIMEX239042A        |.ORTABICICLETA                |ACCESOR                       |VILLAHERM      |3|5759.84|17279.52|9987.07|31/05/23|31/05/23|03/09/19|Obsoleto  |
261558995F          |LAMP/NIEBLA IZQ               |REFACCI                       |VILLAHERM      |2|2213.37|4426.74|3163.79|24/10/24|30/10/24|05/12/23|Rapido    |
540109KZ0B          |RESORTE DELANTE               |REFACCI                       |VILLAHERM      |3|187.33|561.99|314.66|18/07/23|09/08/23|03/10/19|Obsoleto  |
11950EB70A          |CORREA BOMBA AC               |REFACCI                       |VILLAHERM      |1|240.15|240.15|435.34|08/01/24|19/03/24|03/08/08|Medio     |
118106N202          |VALVULA CONTROL               |REFACCI                       |VILLAHERM      |3|663.09|1989.27|1211.21|03/10/24|18/09/24|03/10/01|Rapido    |
3213400QAA          |JUNTA EXTENSION               |REFACCI                       |VILLAHERM      |2|247.72|495.44|379.31|26/08/24|25/07/24|03/12/01|Rapido    |
089127421A          |TUERCA HEXAGONA               |REFACCI                       |VILLAHERM      |8|25.38|203.04|51.64|12/01/24|21/02/24|03/01/87|Medio     |
NIMEX239056A        |PORTABICICLETA                |ACCESOR                       |VILLAHERM      |2|4558.06|9116.12|11159.48|31/05/23|31/05/23|03/09/19|Obsoleto  |
KWA1300P90          |NISSAN Tarjeter               |ACCESOR                       |VILLAHERM      |2|910.00|1820.00|1211.21|04/03/24|//|06/01/24|Lento     |
287813XA0A          |BRAZO LIMPIAD/T               |REFACCI                       |VILLAHERM      |1|693.49|693.49|1762.93|10/06/22|08/06/22|03/03/12|Obsoleto  |
KWA0A60P00          |Nissan muqequer               |REFACCI                       |VILLAHERM      |1|194.27|194.27|260.34|04/03/24|//|06/01/24|Lento     |
EML5W3TA7BDD        |AC 946 ML 5W30                |LUBRICA                       |VILLAHERM      |371|144.82|53728.22|206.91|26/10/24|31/10/24|03/04/16|Rapido    |
788273BG0A          |CHAPA TAPA COMB               |REFACCI                       |VILLAHERM      |2|78.89|157.78|147.41|21/10/24|30/09/24|03/04/12|Medio     |
403153BA0B          |TAPON RUEDA                   |ACCESOR                       |VILLAHERM      |5|156.60|783.00|206.03|16/08/24|11/10/24|03/01/11|Rapido    |
622224JA2B          |SOPRT-DEF/DEL-L               |REFACCI                       |VILLAHERM      |1|37.65|37.65|67.16|03/10/24|17/08/24|03/04/14|Rapido    |
15208ED50A          |FILTRO ACEITE                 |REFACCI                       |VILLAHERM      |11|132.89|1461.79|217.13|09/10/24|26/10/24|03/10/08|Rapido    |
KWA4060K30          |Mochila nismo n               |ACCESOR                       |VILLAHERM      |2|1968.77|3937.54|2599.14|04/03/24|//|01/08/21|Obsoleto  |
402246LW0A          |TUERCA                        |REFACCI                       |VILLAHERM      |20|31.96|639.20|64.74|08/02/24|18/10/24|17/11/22|Rapido    |
27891EL00B          |FILTRO CAJA DE                |REFACCI                       |VILLAHERM      |3|246.12|738.36|445.64|08/06/23|30/09/24|03/04/13|Rapido    |
224016LD1C          |BUJIA                         |REFACCI                       |VILLAHERM      |12|354.08|4248.96|525.86|01/07/24|11/06/24|03/07/21|Rapido    |
3N3R55RB0A          |PORTABICICLETAS               |ACCESOR                       |VILLAHERM      |1|5394.35|5394.35|12853.45|05/07/18|20/08/21|03/04/17|Obsoleto  |
546133XA0A          |BUJE ESTABILIZA               |REFACCI                       |VILLAHERM      |2|90.60|181.20|183.62|24/02/24|08/03/24|03/03/12|Rapido    |
805014KG0A          |CNTRL-REMOT/DEL               |REFACCI                       |VILLAHERM      |1|566.21|566.21|1034.48|25/09/24|05/09/22|03/06/14|Obsoleto  |
543251KA0A          |BALERO AMORTIGU               |REFACCI                       |VILLAHERM      |4|334.76|1339.04|625.00|09/10/24|25/10/24|03/05/11|Rapido    |
769744CL0A          |CUBT CINTURON A               |REFACCI                       |VILLAHERM      |1|30.35|30.35|88.79|24/03/20|//|03/01/14|Obsoleto  |
288904KH0A          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |4|257.50|1030.00|400.86|25/10/24|23/10/24|03/05/14|Rapido    |
288904KH1A          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |6|228.31|1369.86|346.55|09/10/24|23/10/24|03/05/14|Rapido    |
805014KH0A          |CNTRL-REMOT/DEL               |REFACCI                       |VILLAHERM      |1|600.30|600.30|1090.52|07/08/24|19/01/23|03/06/14|Obsoleto  |
828305RB0A          |SELLO HULE PTA/               |REFACCI                       |VILLAHERM      |1|228.46|228.46|500.00|10/06/22|//|03/10/15|Obsoleto  |
95518JR00B          |ARANDELA MONT/C               |REFACCI                       |VILLAHERM      |3|49.47|148.41|1784.47|26/11/21|//|03/04/12|Obsoleto  |
803861HM0A          |CA&UELA CRIST/D               |REFACCI                       |VILLAHERM      |1|274.32|274.32|681.03|15/12/20|17/02/21|03/01/11|Obsoleto  |
22630JA10A          |SENSOR TEMP ANT               |REFACCI                       |VILLAHERM      |2|171.31|342.62|314.66|21/10/24|08/10/24|03/08/06|Rapido    |
3N3E16LX0A          |TAPETE DE HULE                |ACCESOR                       |VILLAHERM      |1|736.52|736.52|1060.34|24/06/24|31/10/24|03/04/21|Rapido    |
684214KH5A          |VIST/LAT-IZQ-IN               |REFACCI                       |VILLAHERM      |3|191.07|573.21|487.07|01/09/20|29/12/20|03/04/14|Obsoleto  |
985617998E          |KIT INFLADOR PA               |ACCESOR                       |VILLAHERM      |11|1117.17|12288.87|2892.24|04/02/20|27/02/24|03/08/16|Lento     |
112106LB0D          |AISL MONT MOTOR               |REFACCI                       |VILLAHERM      |4|2339.10|9356.40|3862.07|31/10/24|25/10/24|10/06/24|Nuevo     |
170405RB0A          |BOMBA COMPLETA-               |REFACCI                       |VILLAHERM      |3|3850.75|11552.25|6275.86|28/10/24|22/10/24|03/10/15|Rapido    |
117205X00A          |BANDA VENT/ALTE               |REFACCI                       |VILLAHERM      |2|336.68|673.36|581.90|09/04/24|19/03/24|03/08/11|Lento     |
3N3T44KH00          |TUMBABURROS                   |ACCESOR                       |VILLAHERM      |1|5020.53|5020.53|10043.10|04/02/21|30/03/23|03/11/15|Obsoleto  |
272776CT0B          |FILTRO AIRE ACO               |REFACCI                       |VILLAHERM      |1|425.98|425.98|715.52|24/06/24|31/10/24|09/11/23|Rapido    |
543258271R          |RETEN AISLADR R               |REFACCI                       |VILLAHERM      |1|192.29|192.29|2894.97|12/03/19|09/03/20|01/11/15|Obsoleto  |
T99E49BU1A          |TAPETES HULE                  |ACCESOR                       |VILLAHERM      |1|3316.50|3316.50|4969.83|12/02/24|24/11/23|03/04/21|Lento     |
D10603XA0A          |KIT BALAT FREN/               |REFACCI                       |VILLAHERM      |2|2643.19|5286.38|4116.38|24/10/24|03/10/24|03/03/12|Rapido    |
2422579900          |CLIP                          |REFACCI                       |VILLAHERM      |2|64.84|129.68|173.28|19/01/22|//|03/03/00|Obsoleto  |
2626189947          |BULBO                         |REFACCI                       |VILLAHERM      |7|81.70|571.90|168.97|01/04/24|20/06/24|03/03/01|Rapido    |
2626189949          |BULBO LAMPARA A               |REFACCI                       |VILLAHERM      |10|74.32|743.20|143.97|30/09/24|//|03/06/99|Obsoleto  |
2626189965          |BULBO PLAC LAMP               |REFACCI                       |VILLAHERM      |11|80.16|881.76|143.97|31/10/24|25/10/24|03/06/01|Rapido    |
2626189968          |BOMBILLA                      |REFACCI                       |VILLAHERM      |8|71.79|574.32|143.97|26/07/24|30/07/24|03/09/03|Medio     |
806403SG0A          |MANIJA EXTER/PU               |REFACCI                       |VILLAHERM      |2|663.59|1327.18|1107.76|28/10/24|22/10/24|03/04/12|Rapido    |
01225A0111          |TUERCA                        |REFACCI                       |VILLAHERM      |4|10.52|42.08|16.12|19/07/24|10/10/24|03/02/19|Rapido    |
80599AZ00A          |TORNILLO                      |REFACCI                       |VILLAHERM      |6|21.47|128.82|57.50|22/12/22|10/01/23|03/01/11|Obsoleto  |
